,TITLE,CATEGORY,flg
5777,7 8408 1 1825 3188 6 51 0 0 5128 635,b,train
5778,0 6586 15 6800 75 251 1320 10121 1925 3483 301 3682 41 0 5 2,e,train
5779,64 76 809 1749 22 6580 5682 36 2619 92 0,e,train
5780,205 13 950 0 258 0 1219,t,train
5781,714 32 328 336 325 1 203 2574 37 10122 4827,b,train
5782,7 0 8922 8923 2778 4595 3900 6425 0 0,m,train
5783,3037 1173 5726 6 1308 286 559 0 10123,b,train
5784,81 3517 5607 34 10060 75 38 96 3238 1329,b,train
5785,793 1863 0 136 32 1650 106 2908 3484 40,b,train
5786,0 1898 2875 1439 1434 0 10 530 1343 319 14 1537 9 309 2,e,train
5787,4666 450 86 2306 6 210 871,b,train
5788,906 2225 8 3057 3058 0 3319 10124 906 2225 1080,e,train
5789,23 0 0 1466 17 11 1206 6963 1725,b,train
5790,3542 1176 361 136 3457 0 343 248 89 436 0,e,train
5791,1808 15 157 208 1264 85 9 11 3359 26 0 31 28 15 2,e,train
5792,836 10125 8 3680 0 732 170 5098 0 307 3566 37 2,e,train
5793,64 76 8 1393 1445 13 64 1661 423 814 8 191,e,train
5794,2473 120 4 12 3294 4 314 29 118 233 1970,b,train
5795,0 0 0 268 387 10126 19 914 0,e,train
5796,122 201 223 80 6 202 2780 18 778,b,train
5797,2404 8777 742 443 22 11 206 305 1182 6896 30 6897,e,train
5798,12 88 55 101 318 6 108 1053 3732 2287 68,b,train
5799,74 2460 6937 1158 0 759 1759 945 518 1414 1746 3109 2,t,train
5800,1836 14 0 6964 6965 1215 0 2227 2515 259 137 0 1988 2,e,train
5801,3213 10127 35 9165 1471 10 854 6751 6 0 4662 2994,m,train
5802,7 6811 3061 1 285 12 629 2092 418 5 834 84,b,train
5803,7 0 1 394 34 1 10128 3154 2895 1 5176 41 1186,b,train
5804,103 338 6 44 1644 3291 501 10129 2592 291,b,train
5805,27 6966 2265 1958 1742 561 16 4606 1301,m,train
5806,127 8 127 489 1676 3366 36 1073,e,train
5807,2427 2112 1295 21 876 5358 0 4702,b,train
5808,11 0 1566 5 3223 380 1 0 0 1145,b,train
5809,1682 2052 0 1475 650 4 1390 516 387 3465 145 9 2738 2,e,train
5810,3958 2336 6967 116 3025 5 14 257 26 107 5363 1758 35 6968 2,e,train
5811,64 76 8 64 76 1 10130 962 1 6969 1385,e,train
5812,103 192 1 4807 240 5 243 2522 345,b,train
5813,3005 6970 120 443 703 9 215,b,train
5814,0 867 252 2967 273 4307 5606 0 0 2,m,train
5815,0 1089 320 6 2209 391 0 10 358 0,b,train
5816,643 398 280 120 315 32 162 3401 703 152,b,train
5817,0 7902 33 1 4691 24 4692 4693,b,train
5818,439 300 48 1472 672 990 17 1591 545 433 324 1076 1137 13 2,e,train
5819,81 0 937 0 0 0 1205 9 479 1030,b,train
5820,478 1310 8 478 1310 121 0 1 1129 1324,e,train
5821,27 9871 6885 0 0 1368 240 0 0 4195 2,t,train
5822,2188 0 1375 14 0 0 35 914 9 0 566 18 3998,e,train
5823,128 4275 67 0 3591 0 20 1482 10131 40,t,train
5824,542 33 12 7893 0 0,b,train
5825,1095 193 504 1824 1244 7865 7866 7867 92 67 1159 106 16 2,e,train
5826,1265 449 2982 6 62 140 79 2652 1449 4 0 0 18 2,e,train
5827,4314 0 1190 4 10132 404 2988 0,b,train
5828,1617 0 10133 209 938 2409 10134 1844 2,b,train
5829,917 77 1008 84 34 1450 8199 386 582 548,b,train
5830,6700 8935 1732 10135 558 871 590 341 2,b,train
5831,503 625 8 503 5056 1820 35 19 10136 0,e,train
5832,0 596 39 8702 8703 1 8704 4981 2391 6302 4 41 604,e,train
5833,11 277 1458 18 14 295 130 434 405,e,train
5834,10137 10138 559 699 4129 14 0 289 916 365 82 0 98 2,m,train
5835,0 0 4345 30 6971 10139 2113 0,t,train
5836,150 0 0 13 3035 10140 16 6972 13 4346,b,train
5837,1002 0 46 50 4897 379 16 110 22 3662 235,e,train
5838,4574 0 0 71 149 58 2105,e,train
5839,7 0 0 358 10 5011 1488 59 108,b,train
5840,31 28 1554 1009 814 16 0 10141 2308 11 2,e,train
5841,27 1944 797 0 1592 1 3631 0 1917 123 847 1186 3827,m,train
5842,3597 6692 4280 0 95 83 13 377 23 170,e,train
5843,100 1865 1 1838 0 1 1118 4247 10 0 237,t,train
5844,127 6584 24 169 4044 15 2659 4989 4 2755 1 8737 3358 1 2,e,train
5845,897 765 1725 800 10 552 20 67 1550,b,train
5846,11 3324 1069 9 9891 6476 14 0 4 0,b,train
5847,9279 977 1 342 675 2476 37 9278 10 6623 73,b,train
5848,1922 965 26 2192 771 4065 4052,b,train
5849,11 0 1022 9 2236 3039,b,train
5850,3207 614 69 902 72 786 1027 601 649 1651 9742,e,train
5851,153 2053 25 5364 6973 4546 17 0 0 1325,e,train
5852,804 907 389 390 78 94 9981 0 649 0 0 1389 5 2,b,train
5853,7 242 1435 5044 41 6974 116 559 1019 10055 813,m,train
5854,31 28 1443 0 0 1151 18 220 543 90,e,train
5855,5223 0 0 3360 3382 5 0 27 0,e,train
5856,7 3289 518 0 0 10 84 123 0,b,train
5857,133 185 8 133 185 5365 1 1094 1 5366,e,train
5858,258 51 1491 1409 1251 58 858 978,t,train
5859,571 0 6975 1771 0 37 2705,b,train
5860,1036 27 10142 248 191 11 505,t,train
5861,2860 937 968 2299 788 4 10143 741,b,train
5862,153 2053 8 153 2053 25 5364 0 10144 5265 1325 6577,e,train
5863,7 10145 659 167 4659 6976 465 90 605,b,train
5864,12 6587 6454 219 6 10146 902 0 0,b,train
5865,438 1911 8 438 835 5367 5544 10094 26 2528,e,train
5866,646 3266 157 208 3494 2448 22 11 53 125,e,train
5867,70 15 179 0 243 263 3348 0 4020,b,train
5868,150 1695 2301 4919 3809 16 1679 183,e,train
5869,103 2018 164 44 0 10147 1453,b,train
5870,6977 1762 30 1090 13 63 10148 196 1493 25 1624 1281 17 1379,e,train
5871,1350 0 257 0 5368 10 6978 2103 29 827,e,train
5872,11 5231 373 15 14 2117 9 14 2117 9 5358,b,train
5873,7 242 5186 400 6789 286 4 507 2094 4091,b,train
5874,7 10149 6979 286 5483 475 0 45 165,b,train
5875,4702 2994 1530 166 813 123 2044 1 3007 1475 0 2,m,train
5876,545 1171 324 1076 142 0 1591 42 1013,e,train
5877,2414 0 10150 2060 37 679 1 7552 6980 2182,b,train
5878,12 261 4287 659 864 5369 2458 319 1386 3841,b,train
5879,27 202 3006 320 5 2928 18 44 6 103 4347 4425,b,train
5880,11 0 41 0 4689 0 3579 488 3709 0 15 0 18 450,b,train
5881,7 0 10151 5469 59 1565 10 7262 870 5470 3624,b,train
5882,11 12 1422 359 35 10152 1993 167 4 6981 582 145 9 14 2,b,train
5883,4075 0 47 66 20 0 380 19 119 9 2801 9926,b,train
5884,12 261 456 55 326 209 5 562 137 179,b,train
5885,4297 0 10153 73 721 4 888 0 0 733,b,train
5886,0 3081 25 462 6982 11 273 17 3589 10154 0 25 2,e,train
5887,6188 0 10 5331 723 6 3612 9 0 2337 79 8195 15 115 0 2,b,train
5888,7 6204 34 101 5370 5 758 1093 6 179 3075 138,b,train
5889,328 1 113 5875 735 10 10155 211 1 544 6983 10156,b,train
5890,0 570 569 1258 4348 2601 16 3512 0,e,train
5891,618 326 0 0 51 4871 7691 1 5345,t,train
5892,148 1252 20 10157 273 722,t,train
5893,3122 5526 21 0 902 87 6984 2519,e,train
5894,1052 2361 599 641 8 48 2086,b,train
5895,6985 68 3666 1028 0 9 879 1657 1849 94 143 2396 1 2,b,train
5896,31 28 0 43 0 214 1432 5371 2124 10 3475 2,e,train
5897,875 28 8 875 28 2624 1 847 4 0,e,train
5898,5938 2726 1921 33 381 159 740 2272 2581 1579,b,train
5899,542 0 292 5679 204 0 4933 558 644 10 2625 1930 374,b,train
5900,7 288 785 10158 1015 1 1043 9358 306 0,m,train
5901,1125 82 361 868 6694 4 14 760 0,t,train
5902,120 9 3256 12 6986 9816 67 182 472 4 48,b,train
5903,7 242 1326 33 916 10159 6682 39 6683 4 388 1784 2437,m,train
5904,12 88 55 0 2769 45 3686 3588 3051,b,train
5905,357 0 7889 19 5372 0 10160 116 1579 6203 0 2,t,train
5906,7315 14 1385 0 370 0 82 41 359 4198 10 447 2,b,train
5907,446 1745 2642 3148 4585 4929 1475 43 0 2634,e,train
5908,46 50 6441 631 10161 94 123 2167 43 19 5285 613 62 1173 6987 2,e,train
5909,216 451 145 9 47 5 3096 2469 889 3076,b,train
5910,3599 10162 5354 73 800 37 9466 10 0 2182 152,b,train
5911,9965 1017 9966 9967 9968 41 9969 6916,e,train
5912,21 468 2562 2059 73 1 0,t,train
5913,265 239 0 0 18 4833 174 525,b,train
5914,493 236 7396 13 72 1888 61 2412 22 229 426,e,train
5915,3007 3613 1672 10163 9 5772 7711 8 15 853 381 159 65 0 2,m,train
5916,2348 320 6 5854 6 340 0 1200 536 2724 78,b,train
5917,896 2587 345 4 372 6 38 0 1904 0,b,train
5918,129 139 969 2820 2129 139 969 2820 1397 8025 106 36 0 2660,e,train
5919,9161 0 5812 33 10164 29 554 2156 0,t,train
5920,37 0 4709 3188 1 2720 0 11 4228 284 0 983 2,b,train
5921,5227 6988 103 0 672 247 32 8437 6412,b,train
5922,2626 9265,t,train
5923,306 0 307 380 377 0 191 733,b,train
5924,38 280 5161 6919 34 10165 360 0,b,train
5925,46 50 471 34 137 43 0 0 75 3317 62 35 4318 2,e,train
5926,6627 14 2640 4248 13 991 1813,b,train
5927,46 50 8 46 50 35 0,e,train
5928,100 0 51 15 217 3822 380 1 2928 718 152,b,train
5929,322 514 8 322 2538 8866 1565 6968,e,train
5930,2627 2990 486 87 841 119 30 72 1846,e,train
5931,463 2099 33 221 96 35 0 9 0,b,train
5932,0 0 1832 2170 5 1517 1 5373,b,train
5933,38 4503 620 235 0 838 10 4713 152,b,train
5934,0 41 1208 1018 0 0 211 4 0 1422,b,train
5935,0 6928 2440 310 9974 19 119 2629 2058,m,train
5936,7 8746 9563 3489 10016 0 0 9 181 0 6989,b,train
5937,12 363 2380 645 3142 10166 633 877 2008,b,train
5938,0 0 30 1322 0 23 0 0 17 0 2,b,train
5939,687 1815 32 38 315 10167 1285 1924 5 3893,b,train
5940,1853 0 0 0 4311 3614 39 626 1 3315 0 0 2,e,train
5941,7 288 6311 421 661 10 126 0 10168 3813,b,train
5942,1908 3576 8 1908 3576 35 1391,e,train
5943,946 763 1210 1283 173 0 104 0 0 1946 2,b,train
5944,156 48 648 86 34 0 93 6 4349 2995 1111 4472,b,train
5945,1255 480 1 615 97 4097 119 1 0 8893,e,train
5946,205 2063 6990 231 18 0 136 6948 1275 152,b,train
5947,282 427 8 282 427 3905 4227 688 1715,e,train
5948,249 250 1126 2649 8054 10 53 125 233 1970,b,train
5949,74 2821 1 353 5 128 4 14 0 5525 1213,t,train
5950,10169 10170 8 10169 10170 1092 6506 1 1543 2583,e,train
5951,3077 120 443 703 6 4504 620 37 2015 0 1788,b,train
5952,258 825 1251 8 268 343 511 10171 13 766 258,e,train
5953,801 904 15 1123 1406 109 1 1407 1013 6991 9 11 5924 2,e,train
5954,0 39 0 0 0 2437 779 10 0 18 2104,e,train
5955,7 0 6992 4 12 9444 6713 8940 0 126 0,b,train
5956,10172 1818 4 10173 595 9 414,t,train
5957,2414 2343 3600 1162 10174 2616 578 1 3598 4954,b,train
5958,31 28 0 137 6483 15 3200 0 295 56,e,train
5959,11 362 4438 495 10175 272 149 436,m,train
5960,130 692 51 2298 1692 1959 13 1803 749 63 0 191,b,train
5961,4036 0 5648 4 6926 3065 9052 9983,t,train
5962,7 0 0 460 5374 1 2131 769 2302,t,train
5963,1125 272 7942 545 433 324 1076 4734 299 1591 18 0,e,train
5964,519 530 3145 24 43 2835 6993 0 0 32 0 9 7766 5 2,e,train
5965,1827 5201 3343 13 0 1638 284 0 87 971 22 5375 2,m,train
5966,8364 9 8365 4 0 6 7785 0 18 2622 721 102,t,train
5967,7 0 10176 1921 33 270 10163 9 181,b,train
5968,956 2711 4493 4494 35 1850 1 331 3993 101 488,t,train
5969,7 0 0 184 494 5 808 108 1 2377 3606,b,train
5970,9272 23 0 2517 8 95 519 97 0,e,train
5971,222 6538 4613 9047 42 2493 0 6538 1222 601 1459 4195,e,train
5972,46 50 1656 4078 25 1306 500 5277 172,e,train
5973,6470 0 2785 5 3856 8646 80 508 44 4961,b,train
5974,7 0 38 1977 0 29 7775 3753 0 5623,b,train
5975,133 185 0 5944 54 6994 1432 337 5367 1 64 76,e,train
5976,3019 1526 0 8 10177 14 41 0 0 2755,m,train
5977,3057 3058 0 162 1149 215 6 0 2506,b,train
5978,7 1681 1818 1248 10173 595 9 414,t,train
5979,52 891 25 1034 1418 3375 2347 0 2057,e,train
5980,44 42 1355 10 1693 48 7695 991 5822 4 238,b,train
5981,7 0 4634 4635 1718 6 270 2344 9 0,t,train
5982,0 2589 341 0 146 621,b,train
5983,1877 235 1862 0 3059 16 27 534 0,e,train
5984,3542 204 10178 1414 6 128 10151 468 108,e,train
5985,2644 3535 4149 9068 1525 3527 9069 307,e,train
5986,0 9759 380 10 0 186 1377 4701,e,train
5987,0 26 760 8675 148 6291 1553 8676 8677 5 868 2316,t,train
5988,474 6599 24 1481 2194 5 310 25 23 1965 0 6 3531 4724 2,e,train
5989,0 0 9415 23 838 20 206 305 0 57 539 2,e,train
5990,1714 10179 8 1714 0 3057 3058 3335 3725,m,train
5991,38 0 20 12 3615 0 10180,b,train
5992,194 1315 5 3255 924 377 0 29 2327 191,b,train
5993,31 28 8 31 28 4465 14 1710 9 12 823,e,train
5994,638 1814 8 638 1814 2262 1674 814 13 436 0 2229,e,train
5995,7 2692 146 176 1 241 0 175 4 10181 75 2698 210 3582,b,train
5996,9626 74 2530 1813 4 10182 10 0 0,t,train
5997,7 242 1062 771 0 339 2068 0 10 47,b,train
5998,283 482 0 5 100 4 6820 0 54 107 0 9445,e,train
5999,12 680 9 1698 392 1900 1410 10 8588 0,m,train
6000,7 0 1292 12 2272 2185 54 2553 10183,b,train
6001,0 2108 3579 0 24 0 2710 1167 4 1073 0,e,train
6002,129 139 31 28 139 31 28 5494 16 23 0,e,train
6003,1432 337 121 331 0 4617 6 62 958 31 598 2,e,train
6004,2335 0 838 12 1348 0 5220 42,b,train
6005,141 13 3064 37 1142 0 27 170 6995,e,train
6006,3715 1208 0 3936 1 4350 837 386 394 1 0 211 4327,b,train
6007,493 236 8 493 236 0 29 1110,e,train
6008,2414 1465 156 1956 5602 58 0,t,train
6009,282 0 984 466 173 10184 104 87 125 36 10185,e,train
6010,166 1241 6375 9751 4733 16 4207,m,train
6011,470 225 412 1244 710 217 535 3193 4351 3300 10186,e,train
6012,3997 5041 9 5042 0 203 513,e,train
6013,1089 765 174 5 3595 2942 180 697 800,b,train
6014,169 981 35 0 2309 6 62 0 5 130 1990 9526 7863 15 2,e,train
6015,2213 9 14 0 1077 248 6989 533 1509 5280,e,train
6016,127 45 6929 824 1487 24 0 1440 0 3830 2,e,train
6017,31 28 25 60 56 57 2966 22 266 522 32 246 119,e,train
6018,81 1628 318 26 1668 0 941 176,b,train
6019,133 185 8 133 185 15 64 76 1214 0,e,train
6020,3037 21 11 27 1183 2103 186 1634 2239,e,train
6021,135 433 8 1915 1304 236 291 106 17 830 20 11 469,e,train
6022,446 1181 486 11 2097 736 6108 8955 2085 0,e,train
6023,7 0 6350 301 3514 395 5311 10 3398 582,b,train
6024,217 287 1993 4828 269 312 1 3101 1960 3394,b,train
6025,110 78 3460 37 3276 10166 0 10187 200,b,train
6026,1359 10188 74 10189 1036 2711 10190 82 19 10191 9 14 10192 10193 2,t,train
6027,5848 6368 3809 120 217 6996 136 16 53 852,b,train
6028,7 0 5102 6997 9016 85 6998 969 3082,b,train
6029,95 1365 21 9858 207 0 0 1916,m,train
6030,3658 4420 602 2384 10 1065 4421 1738,e,train
6031,587 757 8 587 757 13 1172 4228 0 30 4401 1102,e,train
6032,0 2940 158 1 1207 2031 585 1 0 19 1658,b,train
6033,7 6999 2734 1852 96 4 1261 3244 2656,b,train
6034,812 384 1 10194 175 6 5214 2218 151 8403 968,b,train
6035,7000 0 2004 61 10195 22 1114 1649 30 2087 1198,e,train
6036,11 1009 35 5304 29 2787 10 10196 14 684 9 2324 2,e,train
6037,3925 1659 0 3435 5122 0 5356 92 265 6244 151 424 0 2,b,train
6038,7 288 464 2119 33 1164 2394 1 9949 2682 10028,t,train
6039,282 427 0 0 22 529 673 16 1843 8418 3021,e,train
6040,1399 186 1234 21 14 27 241 0 1321 1086 14 373 647 37 2000 2,b,train
6041,130 692 0 2112 158 1 0 4012 3268,b,train
6042,273 9 0 0 0 1 65 0 4098,e,train
6043,6185 1042 21 336 83 23 1655 17 3632 0,e,train
6044,5071 10197 1273 10198 3601 257 10199 10200 34 29 1616,e,train
6045,23 5652 9 339 0 1529 1834 15 5966 9932 1043 14 8918 18 3565 26 2,e,train
6046,97 932 2399 3131 1 705 2427 6988 1974 37 7603,t,train
6047,216 2785 5 3395 3456 26 946 723 4958,b,train
6048,1427 462 705 91 1003 9720 1823 603 1811 2351 0 1052,e,train
6049,0 9 0 368 4140 0 34 0 3737 29 2111 0 3474 18 2,e,train
6050,9070 6112 2664 1 4352 14 0 6 62 2982 4 7569 10201 2,e,train
6051,2975 5590 6902 6209 344,e,train
6052,298 0 227 109 85 1 658 1079 5 5376 1 397 19 8572 8573 35 2,e,train
6053,3985 277 287 783 2343 10034 2925 29 10033 1018,b,train
6054,0 744 4 459 394 4 0 711 10202 744 553 1597 1191 3318,m,train
6055,6455 23 6456 10203 580 5337 10204 1173 1608 1538 696 340 2,b,train
6056,892 269 1 2807 383 5 4582 5327 0 0 637 908,e,train
6057,10205 10206 8 10205 10206 10207 27 767 13 153 791,e,train
6058,484 0 2940 1615 1 113 2031 4 0 59 108,b,train
6059,8191 2057 168 9302 1027 379 18 14 410 407,e,train
6060,69 509 63 1056 117 6830 30 6552 3363 5280 2017,e,train
6061,7001 421 2367 5377 13 154 172,e,train
6062,772 6161 5378 808 2198 9 1527 1496 1380,b,train
6063,1455 1456 1501 2994 782 137 3625 4317,e,train
6064,195 663 1929 1 7744 12 0 641,b,train
6065,7 0 33 3891 116 1270 146 1659 75 0 400 2,b,train
6066,2073 6205 1241 1176 10208 7853 2903 2599 5642,m,train
6067,2719 0 8 469 231 767 13 1864 3447,e,train
6068,6582 1292 123 1579 2662 0 5261 2616 488 1 10209 2,t,train
6069,1009 2324 1830 1629 4 19 0 26 10210 4711 4 8915,e,train
6070,7 4539 384 662 5884 179 181 68 2223 758 1093,b,train
6071,2048 5379 317 8 2048 5379 317 1868 1891 1 147 317,e,train
6072,686 337 588 85 4 650 145 9 31 28 15 60 1050 2,e,train
6073,1114 1649 21 3229 297 2658 25 100 168 0,e,train
6074,38 0 90 10211 1 65 788 167 18 0 59 1130,b,train
6075,6135 1016 198 1690 0 13 11 8331 229,m,train
6076,1517 9 3889 363 1 238 0 6025 179 1059,b,train
6077,206 828 8 206 8652 17 2314 25 831 0 742,e,train
6078,222 4236 8726 127 45 5250 0 4353 9 1988 0 4 2,e,train
6079,306 3577 5380 10 4913 0,b,train
6080,3005 0 299 5686 252,b,train
6081,0 474 555 296 49 1742 25 2355 13 1481 2194,e,train
6082,222 0 0 31 28 25 60 56 9502 246 0 30 2,e,train
6083,350 441 8 350 441 35 1590 6666 6667,e,train
6084,7 6746 10075 2616 2071 1 1367 355 8434 85 9 4101,b,train
6085,7 0 9785 492 2195 10 3310 27 0,b,train
6086,5953 939 1822 360 1045 4 755 848 84,b,train
6087,7 9237 4 259 24 874 10 0 933 8 1219,t,train
6088,9552 0 614 539 63 0,e,train
6089,0 2196 2079 3687 16 790 1289 1662,e,train
6090,7 0 1926 24 8386 4 2295 6088 8387 4879 595,b,train
6091,60 56 296 0 3984 15 6575 0 36 4690 759 4576,e,train
6092,4314 51 33 90 475 0 945 98 0,b,train
6093,4873 57 3054 30 7002 1678 4640 0 0 811 71 30,e,train
6094,4610 526 1252 1266 2101 233 0,b,train
6095,12 10212 1200 877 200 5 0 2592 338,b,train
6096,3122 10213 8 3122 10213 2425,e,train
6097,917 0 158 1 0 2594 800 0,t,train
6098,2145 253 447 86 9 0 211 1705 530 5161 348,b,train
6099,12 88 271 1 584 2033 937 68 5 4342,b,train
6100,31 28 0 301 4914 4 9211 3474,e,train
6101,12 346 1388 1 318 1631 885 68 2470,b,train
6102,243 78 219 6 12 1279 347 5 70 1295 1516,b,train
6103,129 139 31 28 139 31 28 13 2966 22 500 522 16 0,e,train
6104,274 476 8 274 476 1666,e,train
6105,3595 787 191 765 19 0 95 1464 248 14 12 373 0,b,train
6106,906 4590 486 2853 0 2269 10214 0 57 63 411 22 10215 2,e,train
6107,7 0 5275 33 48 86 0 5 10103 624,b,train
6108,3485 490 898 3451 6513 344 3020 6717,e,train
6109,1882 2108 0 299 769 2273 3316 22 593 323,e,train
6110,3512 4147 4 14 0 0 947 15 399 28 257 79 10216 2,e,train
6111,153 1531 2006 803 5381 1 107 1812 5 2648 634 105 2,e,train
6112,1236 922 8882 1 0 637 1 1877 15 127 18 1700 8419 2,e,train
6113,7 2250 746 1032 5164 211 0 4354 4912 1897,b,train
6114,5382 2161 2112 9087 6 572 669 0 2934,b,train
6115,1627 1021 102 20 1478 13 6191 6930 4533 3139 10217,b,train
6116,7 10218 661 1167 145 24 6151 108 696 998 2,b,train
6117,7 8598 230 1709 968 1872 1758 1563 4 0 0,b,train
6118,7003 10219 0 4355 5383 6507 20 10220 826,e,train
6119,7 0 150 84 630 795 1031 1 209 7004,b,train
6120,1236 922 8 1236 922 1 6099 3924 137 376 6775,e,train
6121,0 1336 2688 10221 892 269 4 2508 1100 10051 9 2,e,train
6122,589 726 12 5765 4103 20 0 73 764 102,b,train
6123,3939 1 3940 722 3339 959 7313 0 0,e,train
6124,57 31 598 197 1 60 56 65 1081 371 0,e,train
6125,205 23 0 4 1556 9931 199 83 260 0,b,train
6126,1772 4240 5130 1454 2963 9126 3702 4241 922,e,train
6127,169 1107 5178 69 986 1561 13 1401 87 1571 2731 173 396 1866,e,train
6128,3210 84 176 2086 93,b,train
6129,875 28 6424 393 9 107 4285 2340 3476 197 0 6 111 2,e,train
6130,7 0 33 270 2089 10 70 386 3764 945,b,train
6131,4935 4118 2547 609 69 13 352 91 539 336 9835 4936 25 23 1965 549,e,train
6132,131 944 1359 4195 5 207 3501 1 594 254 38,b,train
6133,742 860 3133 17 11 5384 21 0 199 1029 9479 0,e,train
6134,0 6745 8109 857 43 2189 18 27 3118 1202 2940 9638 6 14 374 35 2,e,train
6135,10222 834 234 138 672 93,b,train
6136,10223 0 31 28 2122 43 4731 6 62 204 14 4808 0 15 2,e,train
6137,0 0 0 10224 0,b,train
6138,57 707 13 135 16 2026 3078 10225 5 303 0 0 10226,e,train
6139,1853 2056 626 0 5 6072 10 2485 2648 257 1907 1245,e,train
6140,10227 253 270 8810 2089 10 44 1 2263,b,train
6141,200 9 14 0 0 95 98 9525 15 6410 221 35 0 2,b,train
6142,1353 337 0 2575 1 108 24 803 227 403 1 190 579 0,e,train
6143,0 0 4889 10 12 572 325 10 2742 1929,b,train
6144,2261 275 8 2261 275 857 3004 9 10228,e,train
6145,3548 45 99 5 41 631 3413 2600,m,train
6146,23 0 387 1087 0 522 695 10062 557 6249 0 581 2,e,train
6147,1369 4356 8 1369 4356 5242 13 11 1315,e,train
6148,12 1227 561 10 4006 2251 620 1 19 4732 240,b,train
6149,4321 4244 13 6779 22 46 961 2320 7005 2331,e,train
6150,519 64 76 1071 9371 22 154 2818 0,e,train
6151,7 0 12 9797 9798 0 0 26 1262,t,train
6152,1551 1633 3040 4960 0 0 2892 15 1225 0 26 7384 2164 2,e,train
6153,12 88 55 176 5 1208 1020 181 855 1166 45,b,train
6154,238 45 1994 816 5 12 3154 44 479 1205,b,train
6155,6455 23 6456 10203 580 5337 10204 0 492 479 177,b,train
6156,12 346 563 6 179 10229 2664,e,train
6157,1582 9925 11 2011 21 533 656,e,train
6158,370 10230 1279 3867 1428 7006 4899 3587 17 5357,b,train
6159,12 88 55 702 2062 6 2040 38 562 0 79,b,train
6160,100 21 228 6642 320 1056 0 4 700,b,train
6161,7774 1503 703 1484 1295 5336 32 0 0,e,train
6162,1964 465 0 4 9190 1100 10231,b,train
6163,0 0 376 0 92 0 0 106 36 0 1337 7007,e,train
6164,1156 5118 10232 4020 4 447 10233 1019,m,train
6165,2479 2480 2995 2516 0 9710 4 2333,e,train
6166,0 34 43 0 1790 1973 7008 0 10234 2210 1361 4 0 2,e,train
6167,5145 102 320 0 4323 526 6 1889 302,b,train
6168,12 261 456 55 326 668 318 26 2013 816,b,train
6169,265 239 0 18 4833 174 525,b,train
6170,870 10235 128 4 0 1210 0 37 5175,b,train
6171,4787 475 165 5 3489 8782 1404 8783 6342,b,train
6172,7009 248 8720 22 1117 30 5115 7010,m,train
6173,0 1703 1557 10236 8733 11 701 1869 149 0 2015 391 0,e,train
6174,0 84 553 6 295 276 2437 6520 0 99,b,train
6175,1877 13 1371 0 23 275 10237 1368 4449 17 0,e,train
6176,249 250 3711 10238 38 184 644 26 1608 4337,b,train
6177,725 9 14 3561 4441,b,train
6178,519 4742 3054 10239,e,train
6179,1441 496 1562 13 0 31 3224 60 56 246,e,train
6180,753 455 4477 3942 2899 5 1927 0 0 9 383 10240 29 1549 2,e,train
6181,2208 15 3928 2656 243 938 96 1 0 178,b,train
6182,53 1634 10 1678 6439 11 1342 9 14 535 0 0 2351 413 4184,e,train
6183,636 497 8 636 497 457 30 228 2334 10241 13 867 1291 1730 8136 2,e,train
6184,322 514 8 322 514 1058 0 3249 1998 254 2,e,train
6185,279 987 8 1290 28 35 0 960 1856 0,e,train
6186,0 184 408 209 26 7429 2405,b,train
6187,222 0 0 7011 670 1443 0 3024 1 6601 3575 17 11 2,e,train
6188,195 1 231 1179 1055 73 1 401 12 1316 693,b,train
6189,376 0 506 14 0 51 1866 196 14 0 2632 9973,t,train
6190,0 45 165 6 70 1203 7261,b,train
6191,238 78 443 20 187 264 877 6 1430 364 620,b,train
6192,30 207 266 10242 10243 964 17 10244 5332 3166 36 2,e,train
6193,95 13 1735 117 3655 186 0 14 4019,e,train
6194,5233 328 10245 1625 0 1 2445 0 759,b,train
6195,10246 2141 2218 151 9057 84 605,b,train
6196,122 0 5207 178 145 9 731 15 47 1426,b,train
6197,12 261 456 55 326 209 4 2657 7012 1208 184 1567,b,train
6198,144 9889 6569 6570 6571 26 1530 9150 38 9151,b,train
6199,1222 6306 7013 1192 1797 35 940 10 9178 331 5891 0 14 405 2,e,train
6200,1411 1485 2014 10247 1883 299 77 2251 1 0 1822,b,train
6201,0 637 10 2533 386 1213 26 1047 287 0,b,train
6202,0 3588 3051 667 80 326 26 243 146 68,b,train
6203,329 1374 8 329 1374 10248 1 10249 10250 2948,e,train
6204,396 10216 0 446 6158 1913 14 0 4 0 0 2,e,train
6205,205 1112 3562 6534 4805 1 207 6769 2015 2330,b,train
6206,131 97 3589 6014 2679 436 89 16 3539 3540,e,train
6207,347 4402 0 1 353 54 0 70 8 3085 1015,b,train
6208,10251 2626 1148 1244 5028 1798 1525 11 313,e,train
6209,1125 71 11 805 942 872 691 0 272 928 13 902,e,train
6210,7 0 4203 1385 792 8934 643 6431 4 38,b,train
6211,1120 143 6981 145 9 14 2779 119 0,b,train
6212,12 261 4287 264 326 318 6 47 4 270 6600 1 658 375,b,train
6213,1369 4356 8 1369 4356 1433 112 155 1688,e,train
6214,0 2346 0 8 438 0 617 0 0 20 2,e,train
6215,1395 106 6163 21 4883 8 513 0 742 0 8358 0 3078,e,train
6216,1779 2441 1799 0 756 706 3801 10252 63 411,e,train
